filepath,sb_id,time_uploaded_to_sb
out_data/cars.csv,6421bccdd34e807d39ba9099,2023-03-30 18:53 UTC
out_xml/fgdc_metadata.xml,6421bccdd34e807d39ba9099,2023-04-14 15:36 UTC
